구분,지역,유형,공고대수,접수대수,출고대수,잔여대수,날짜
화물,동두천,법인,0,1,1,0,2025-10-01
화물,동두천,택배,12,4,4,8,2025-10-01
화물,동두천,일반,26,9,8,18,2025-10-01
화물,안산,우선,20,38,28,0,2025-10-01
화물,안산,중소,20,61,58,0,2025-10-01
화물,안산,법인,0,26,24,0,2025-10-01
화물,안산,택배,40,28,25,15,2025-10-01
화물,안산,일반,140,72,63,77,2025-10-01
화물,고양,우선,35,135,109,0,2025-10-01
화물,고양,중소,35,95,90,0,2025-10-01
화물,고양,법인,0,13,11,0,2025-10-01
화물,고양,택배,70,21,18,52,2025-10-01
화물,고양,일반,210,62,52,158,2025-10-01
화물,과천,우선,0,4,4,0,2025-10-01
화물,과천,중소,0,2,2,0,2025-10-01
화물,과천,법인,0,4,3,0,2025-10-01
화물,과천,택배,0,0,0,0,2025-10-01
화물,과천,일반,34,1,1,33,2025-10-01
화물,구리,우선,0,21,17,0,2025-10-01
화물,구리,중소,0,17,16,0,2025-10-01
화물,구리,법인,0,3,3,0,2025-10-01
화물,구리,택배,0,8,8,0,2025-10-01
화물,구리,일반,65,8,4,61,2025-10-01
화물,남양주,우선,20,164,121,0,2025-10-01
화물,남양주,중소,20,116,106,0,2025-10-01
화물,남양주,법인,0,26,19,0,2025-10-01
화물,남양주,택배,40,25,24,16,2025-10-01
화물,남양주,일반,309,55,39,270,2025-10-01
화물,오산,우선,0,48,35,0,2025-10-01
화물,오산,중소,0,37,33,0,2025-10-01
화물,오산,법인,0,7,5,0,2025-10-01
화물,오산,택배,22,12,11,11,2025-10-01
화물,오산,일반,117,12,10,107,2025-10-01
화물,시흥,우선,14,51,41,0,2025-10-01
화물,시흥,중소,14,35,31,0,2025-10-01
화물,시흥,법인,0,30,27,0,2025-10-01
화물,시흥,택배,27,20,19,8,2025-10-01
화물,시흥,일반,179,100,93,86,2025-10-01
화물,군포,우선,5,18,15,0,2025-10-01
화물,군포,중소,5,25,21,0,2025-10-01
화물,군포,법인,0,8,6,0,2025-10-01
화물,군포,택배,10,7,6,4,2025-10-01
화물,군포,일반,50,4,4,46,2025-10-01
화물,의왕,우선,5,17,14,0,2025-10-01
화물,의왕,중소,5,8,7,0,2025-10-01
화물,의왕,법인,0,7,4,0,2025-10-01
화물,의왕,택배,10,3,3,7,2025-10-01
화물,의왕,일반,30,10,6,24,2025-10-01
화물,하남,우선,28,33,27,1,2025-10-01
화물,하남,중소,28,23,22,6,2025-10-01
화물,하남,법인,0,7,7,0,2025-10-01
화물,하남,택배,55,4,4,51,2025-10-01
화물,하남,일반,152,53,38,114,2025-10-01
화물,용인,우선,50,89,72,0,2025-10-01
화물,용인,중소,20,112,99,0,2025-10-01
화물,용인,법인,0,19,18,0,2025-10-01
화물,용인,택배,20,12,11,9,2025-10-01
화물,용인,일반,140,33,30,110,2025-10-01
화물,파주,우선,36,77,73,0,2025-10-01
화물,파주,중소,36,81,77,0,2025-10-01
화물,파주,법인,0,24,22,0,2025-10-01
화물,파주,택배,72,17,17,55,2025-10-01
화물,파주,일반,216,74,50,166,2025-10-01
화물,이천,우선,13,26,22,0,2025-10-01
화물,이천,중소,13,43,41,0,2025-10-01
화물,이천,법인,0,11,11,0,2025-10-01
화물,이천,택배,38,5,5,33,2025-10-01
화물,이천,일반,86,31,27,59,2025-10-01
화물,안성,우선,61,9,7,54,2025-10-01
화물,안성,중소,8,25,21,0,2025-10-01
화물,안성,법인,0,20,17,0,2025-10-01
화물,안성,택배,16,7,7,9,2025-10-01
화물,안성,일반,48,68,62,0,2025-10-01
화물,김포,우선,0,100,84,0,2025-10-01
화물,김포,중소,0,80,74,0,2025-10-01
화물,김포,법인,0,17,16,0,2025-10-01
화물,김포,택배,0,23,21,0,2025-10-01
화물,김포,일반,448,39,32,416,2025-10-01
화물,화성,우선,51,72,63,0,2025-10-01
화물,화성,중소,51,71,67,0,2025-10-01
화물,화성,법인,0,86,77,0,2025-10-01
화물,화성,택배,102,30,28,74,2025-10-01
화물,화성,일반,303,263,198,105,2025-10-01
화물,광주(경기),우선,0,66,58,0,2025-10-01
화물,광주(경기),중소,0,72,65,0,2025-10-01
화물,광주(경기),법인,0,18,17,0,2025-10-01
화물,광주(경기),택배,0,11,11,0,2025-10-01
화물,광주(경기),일반,170,37,31,139,2025-10-01
화물,양주,우선,80,95,82,0,2025-10-01
화물,양주,중소,20,37,34,0,2025-10-01
화물,양주,법인,20,13,12,8,2025-10-01
화물,양주,택배,40,25,25,15,2025-10-01
화물,양주,일반,60,42,38,22,2025-10-01
화물,포천,우선,16,21,21,0,2025-10-01
화물,포천,중소,14,19,19,0,2025-10-01
화물,포천,법인,14,14,12,2,2025-10-01
화물,포천,택배,30,6,6,24,2025-10-01
화물,포천,일반,77,57,53,24,2025-10-01
화물,여주,우선,15,32,29,0,2025-10-01
화물,여주,중소,15,40,32,0,2025-10-01
화물,여주,법인,0,5,5,0,2025-10-01
화물,여주,택배,30,0,0,30,2025-10-01
화물,여주,일반,90,20,18,72,2025-10-01
화물,연천,우선,11,13,9,2,2025-10-01
화물,연천,중소,11,9,7,4,2025-10-01
화물,연천,법인,0,1,1,0,2025-10-01
화물,연천,택배,0,1,1,0,2025-10-01
화물,연천,일반,84,11,10,74,2025-10-01
화물,가평,우선,3,12,12,0,2025-10-01
화물,가평,중소,3,16,12,0,2025-10-01
화물,가평,법인,0,2,2,0,2025-10-01
화물,가평,택배,6,0,0,6,2025-10-01
화물,가평,일반,18,2,0,18,2025-10-01
화물,양평,우선,0,38,35,0,2025-10-01
화물,양평,중소,0,45,39,0,2025-10-01
화물,양평,법인,0,3,3,0,2025-10-01
화물,양평,택배,0,9,8,0,2025-10-01
화물,양평,일반,150,19,17,133,2025-10-01
화물,춘천,우선,10,35,33,0,2025-10-01
화물,춘천,중소,10,30,21,0,2025-10-01
화물,춘천,법인,0,9,8,0,2025-10-01
화물,춘천,택배,20,4,4,16,2025-10-01
화물,춘천,일반,110,59,54,56,2025-10-01
화물,원주,우선,8,55,49,0,2025-10-01
화물,원주,중소,8,60,56,0,2025-10-01
화물,원주,법인,0,10,10,0,2025-10-01
화물,원주,택배,16,7,7,9,2025-10-01
화물,원주,일반,118,15,14,104,2025-10-01
화물,강릉,우선,11,19,18,0,2025-10-01
화물,강릉,중소,6,32,32,0,2025-10-01
화물,강릉,법인,1,8,7,0,2025-10-01
화물,강릉,택배,11,4,3,8,2025-10-01
화물,강릉,일반,81,42,34,47,2025-10-01
화물,동해,우선,7,3,3,4,2025-10-01
화물,동해,중소,7,8,7,0,2025-10-01
화물,동해,법인,0,2,2,0,2025-10-01
화물,동해,택배,14,4,4,10,2025-10-01
화물,동해,일반,28,17,15,13,2025-10-01
화물,태백,우선,3,7,6,0,2025-10-01
화물,태백,중소,0,5,4,0,2025-10-01
화물,태백,법인,1,1,1,0,2025-10-01
화물,태백,택배,4,6,6,0,2025-10-01
화물,태백,일반,26,2,2,24,2025-10-01
화물,속초,우선,10,11,11,0,2025-10-01
화물,속초,중소,10,11,10,0,2025-10-01
화물,속초,법인,0,2,2,0,2025-10-01
화물,속초,택배,20,1,1,19,2025-10-01
화물,속초,일반,37,3,3,34,2025-10-01
화물,삼척,우선,7,11,11,0,2025-10-01
화물,삼척,중소,7,11,8,0,2025-10-01
화물,삼척,법인,0,3,3,0,2025-10-01
화물,삼척,택배,7,3,3,4,2025-10-01
화물,삼척,일반,38,2,2,36,2025-10-01
화물,홍천,우선,9,10,8,1,2025-10-01
화물,홍천,중소,9,13,11,0,2025-10-01
화물,홍천,법인,0,1,1,0,2025-10-01
화물,홍천,택배,18,1,1,17,2025-10-01
화물,홍천,일반,54,22,20,34,2025-10-01
화물,횡성,우선,0,6,4,0,2025-10-01
화물,횡성,중소,0,9,7,0,2025-10-01
화물,횡성,법인,0,3,3,0,2025-10-01
화물,횡성,택배,0,1,1,0,2025-10-01
화물,횡성,일반,44,16,14,30,2025-10-01
화물,영월,우선,40,9,9,31,2025-10-01
화물,영월,중소,0,7,7,0,2025-10-01
화물,영월,법인,0,1,0,0,2025-10-01
화물,영월,택배,0,0,0,0,2025-10-01
화물,영월,일반,0,8,6,0,2025-10-01
화물,평창,우선,2,2,2,0,2025-10-01
화물,평창,중소,2,12,12,0,2025-10-01
화물,평창,법인,0,1,1,0,2025-10-01
화물,평창,택배,4,0,0,4,2025-10-01
화물,평창,일반,12,10,8,4,2025-10-01
화물,정선,우선,3,3,2,1,2025-10-01
화물,정선,중소,3,7,7,0,2025-10-01
화물,정선,법인,1,1,1,0,2025-10-01
화물,정선,택배,4,0,0,4,2025-10-01
화물,정선,일반,9,8,7,2,2025-10-01
화물,철원,우선,0,16,16,0,2025-10-01
화물,철원,중소,0,7,5,0,2025-10-01
화물,철원,법인,0,0,0,0,2025-10-01
화물,철원,택배,0,0,0,0,2025-10-01
화물,철원,일반,60,23,22,38,2025-10-01
화물,화천,우선,3,4,3,0,2025-10-01
화물,화천,중소,3,5,4,0,2025-10-01
화물,화천,법인,0,0,0,0,2025-10-01
화물,화천,택배,6,1,1,5,2025-10-01
화물,화천,일반,16,14,12,4,2025-10-01
화물,양구,우선,0,7,6,0,2025-10-01
화물,양구,중소,0,0,0,0,2025-10-01
화물,양구,법인,0,0,0,0,2025-10-01
화물,양구,택배,0,3,3,0,2025-10-01
화물,양구,일반,30,13,11,19,2025-10-01
화물,인제,우선,2,10,9,0,2025-10-01
화물,인제,중소,2,10,9,0,2025-10-01
화물,인제,법인,0,0,0,0,2025-10-01
화물,인제,택배,4,0,0,4,2025-10-01
화물,인제,일반,12,2,1,11,2025-10-01
화물,고성,우선,2,7,5,0,2025-10-01
화물,고성,중소,2,9,7,0,2025-10-01
화물,고성,법인,0,0,0,0,2025-10-01
화물,고성,택배,3,0,0,3,2025-10-01
화물,고성,일반,13,3,3,10,2025-10-01
화물,양양,우선,0,4,4,0,2025-10-01
화물,양양,중소,0,0,0,0,2025-10-01
화물,양양,법인,0,0,0,0,2025-10-01
화물,양양,택배,0,1,1,0,2025-10-01
화물,양양,일반,25,11,9,16,2025-10-01
화물,청주,우선,80,116,107,0,2025-10-01
화물,청주,중소,80,149,137,0,2025-10-01
화물,청주,법인,0,31,24,0,2025-10-01
화물,청주,택배,160,26,24,136,2025-10-01
화물,청주,일반,430,169,106,324,2025-10-01
화물,충주,우선,25,109,90,0,2025-10-01
화물,충주,중소,25,38,34,0,2025-10-01
화물,충주,법인,0,5,4,0,2025-10-01
화물,충주,택배,25,8,8,17,2025-10-01
화물,충주,일반,354,21,16,338,2025-10-01
화물,제천,우선,39,63,46,0,2025-10-01
화물,제천,중소,39,20,20,19,2025-10-01
화물,제천,법인,0,4,4,0,2025-10-01
화물,제천,택배,78,3,2,76,2025-10-01
화물,제천,일반,234,21,17,217,2025-10-01
화물,보은,우선,9,10,9,0,2025-10-01
화물,보은,중소,9,7,6,3,2025-10-01
화물,보은,법인,0,3,3,0,2025-10-01
화물,보은,택배,18,3,2,16,2025-10-01
화물,보은,일반,54,51,50,4,2025-10-01
화물,옥천,우선,6,20,17,0,2025-10-01
화물,옥천,중소,6,14,13,0,2025-10-01
화물,옥천,법인,0,2,2,0,2025-10-01
화물,옥천,택배,12,4,4,8,2025-10-01
화물,옥천,일반,36,10,7,29,2025-10-01
화물,영동,우선,30,17,17,13,2025-10-01
화물,영동,중소,15,14,14,1,2025-10-01
화물,영동,법인,0,4,4,0,2025-10-01
화물,영동,택배,15,1,1,14,2025-10-01
화물,영동,일반,90,45,43,47,2025-10-01
화물,증평,우선,5,6,5,0,2025-10-01
화물,증평,중소,5,5,4,1,2025-10-01
화물,증평,법인,0,1,1,0,2025-10-01
화물,증평,택배,9,2,2,7,2025-10-01
화물,증평,일반,26,4,2,24,2025-10-01
화물,진천,우선,16,31,28,0,2025-10-01
화물,진천,중소,16,16,14,2,2025-10-01
화물,진천,법인,0,6,5,0,2025-10-01
화물,진천,택배,32,4,4,28,2025-10-01
화물,진천,일반,16,21,19,0,2025-10-01
화물,괴산,우선,10,17,16,0,2025-10-01
화물,괴산,중소,10,19,15,0,2025-10-01
화물,괴산,법인,0,1,1,0,2025-10-01
화물,괴산,택배,10,0,0,10,2025-10-01
화물,괴산,일반,50,8,7,43,2025-10-01
화물,음성,우선,0,43,39,0,2025-10-01
화물,음성,중소,3,23,20,0,2025-10-01
화물,음성,법인,0,8,8,0,2025-10-01
화물,음성,택배,8,0,0,8,2025-10-01
화물,음성,일반,109,15,14,95,2025-10-01
화물,단양,우선,4,18,17,0,2025-10-01
화물,단양,중소,5,2,2,3,2025-10-01
화물,단양,법인,0,1,1,0,2025-10-01
화물,단양,택배,14,0,0,14,2025-10-01
화물,단양,일반,17,7,5,12,2025-10-01
화물,천안,우선,40,139,101,0,2025-10-01
화물,천안,중소,40,101,100,0,2025-10-01
화물,천안,법인,0,38,35,0,2025-10-01
화물,천안,택배,80,39,38,42,2025-10-01
화물,천안,일반,240,126,118,122,2025-10-01
화물,공주,우선,6,23,23,0,2025-10-01
화물,공주,중소,6,22,22,0,2025-10-01
화물,공주,법인,0,5,5,0,2025-10-01
화물,공주,택배,12,5,5,7,2025-10-01
화물,공주,일반,78,56,54,24,2025-10-01
화물,보령,우선,4,23,23,0,2025-10-01
화물,보령,중소,4,11,11,0,2025-10-01
화물,보령,법인,0,5,5,0,2025-10-01
화물,보령,택배,8,1,1,7,2025-10-01
화물,보령,일반,81,71,71,10,2025-10-01
화물,아산,우선,30,60,42,0,2025-10-01
화물,아산,중소,30,103,99,0,2025-10-01
화물,아산,법인,0,36,34,0,2025-10-01
화물,아산,택배,23,21,20,3,2025-10-01
화물,아산,일반,166,104,95,71,2025-10-01
화물,서산,우선,0,64,61,0,2025-10-01
화물,서산,중소,0,25,25,0,2025-10-01
화물,서산,법인,0,10,10,0,2025-10-01
화물,서산,택배,0,2,2,0,2025-10-01
화물,서산,일반,147,65,57,90,2025-10-01
화물,논산,우선,8,49,47,0,2025-10-01
화물,논산,중소,0,24,23,0,2025-10-01
화물,논산,법인,0,4,4,0,2025-10-01
화물,논산,택배,0,5,3,0,2025-10-01
화물,논산,일반,125,65,63,62,2025-10-01
화물,계룡,우선,7,8,8,0,2025-10-01
화물,계룡,중소,6,11,11,0,2025-10-01
화물,계룡,법인,0,1,1,0,2025-10-01
화물,계룡,택배,10,3,3,7,2025-10-01
화물,계룡,일반,25,18,18,7,2025-10-01
화물,당진,우선,15,109,109,0,2025-10-01
화물,당진,중소,15,7,7,8,2025-10-01
화물,당진,법인,0,9,9,0,2025-10-01
화물,당진,택배,30,1,1,29,2025-10-01
화물,당진,일반,116,58,58,58,2025-10-01
화물,금산,우선,14,31,24,0,2025-10-01
화물,금산,중소,10,24,22,0,2025-10-01
화물,금산,법인,0,3,2,0,2025-10-01
화물,금산,택배,16,3,3,13,2025-10-01
화물,금산,일반,59,11,9,50,2025-10-01
화물,부여,우선,19,38,38,0,2025-10-01
화물,부여,중소,19,30,28,0,2025-10-01
화물,부여,법인,0,2,2,0,2025-10-01
화물,부여,택배,38,2,2,36,2025-10-01
화물,부여,일반,114,32,32,82,2025-10-01
화물,서천,우선,0,33,32,0,2025-10-01
화물,서천,중소,0,17,14,0,2025-10-01
화물,서천,법인,0,2,2,0,2025-10-01
화물,서천,택배,0,1,1,0,2025-10-01
화물,서천,일반,88,13,11,77,2025-10-01
화물,청양,우선,0,22,22,0,2025-10-01
화물,청양,중소,0,6,6,0,2025-10-01
화물,청양,법인,0,0,0,0,2025-10-01
화물,청양,택배,0,0,0,0,2025-10-01
화물,청양,일반,62,13,13,49,2025-10-01
화물,홍성,우선,15,50,48,0,2025-10-01
화물,홍성,중소,15,21,18,0,2025-10-01
화물,홍성,법인,0,4,4,0,2025-10-01
화물,홍성,택배,29,7,5,24,2025-10-01
화물,홍성,일반,86,40,38,48,2025-10-01
화물,예산,우선,22,45,37,0,2025-10-01
화물,예산,중소,12,28,27,0,2025-10-01
화물,예산,법인,2,7,7,0,2025-10-01
화물,예산,택배,1,3,2,0,2025-10-01
화물,예산,일반,108,58,54,54,2025-10-01
화물,태안,우선,9,14,14,0,2025-10-01
화물,태안,중소,9,10,9,0,2025-10-01
화물,태안,법인,0,3,2,0,2025-10-01
화물,태안,택배,18,2,2,16,2025-10-01
화물,태안,일반,89,50,49,40,2025-10-01
화물,전주,우선,2,7,0,2,2025-10-01
화물,전주,중소,2,6,0,2,2025-10-01
화물,전주,법인,0,9,5,0,2025-10-01
화물,전주,택배,4,9,4,0,2025-10-01
화물,전주,일반,34,44,34,0,2025-10-01
화물,군산,우선,45,66,57,0,2025-10-01
화물,군산,중소,26,56,46,0,2025-10-01
화물,군산,법인,8,11,8,0,2025-10-01
화물,군산,택배,8,16,15,0,2025-10-01
화물,군산,일반,106,39,35,71,2025-10-01
화물,익산,우선,10,26,26,0,2025-10-01
화물,익산,중소,10,27,26,0,2025-10-01
화물,익산,법인,0,4,4,0,2025-10-01
화물,익산,택배,20,22,21,0,2025-10-01
화물,익산,일반,60,44,43,17,2025-10-01
화물,정읍,우선,10,63,60,0,2025-10-01
화물,정읍,중소,10,1,1,9,2025-10-01
화물,정읍,법인,0,2,2,0,2025-10-01
화물,정읍,택배,20,8,8,12,2025-10-01
화물,정읍,일반,117,31,28,89,2025-10-01
화물,남원,우선,0,46,40,0,2025-10-01
화물,남원,중소,0,22,22,0,2025-10-01
화물,남원,법인,0,2,2,0,2025-10-01
화물,남원,택배,0,6,6,0,2025-10-01
화물,남원,일반,292,34,33,259,2025-10-01
화물,김제,우선,14,52,51,0,2025-10-01
화물,김제,중소,14,13,13,1,2025-10-01
화물,김제,법인,0,0,0,0,2025-10-01
화물,김제,택배,28,3,3,25,2025-10-01
화물,김제,일반,202,50,49,153,2025-10-01
화물,완주,우선,9,9,9,0,2025-10-01
화물,완주,중소,10,13,9,1,2025-10-01
화물,완주,법인,7,10,8,0,2025-10-01
화물,완주,택배,9,7,7,2,2025-10-01
화물,완주,일반,59,61,46,13,2025-10-01
화물,진안,우선,2,6,6,0,2025-10-01
화물,진안,중소,2,7,7,0,2025-10-01
화물,진안,법인,0,2,2,0,2025-10-01
화물,진안,택배,4,0,0,4,2025-10-01
화물,진안,일반,14,4,4,10,2025-10-01
화물,무주,우선,3,3,3,0,2025-10-01
화물,무주,중소,3,2,2,1,2025-10-01
화물,무주,법인,0,1,1,0,2025-10-01
화물,무주,택배,7,0,0,7,2025-10-01
화물,무주,일반,33,7,6,27,2025-10-01
화물,장수,우선,5,6,6,0,2025-10-01
화물,장수,중소,5,10,9,0,2025-10-01
화물,장수,법인,0,2,2,0,2025-10-01
화물,장수,택배,9,5,5,4,2025-10-01
화물,장수,일반,38,13,12,26,2025-10-01
화물,임실,우선,5,5,5,0,2025-10-01
화물,임실,중소,0,1,1,0,2025-10-01
화물,임실,법인,0,1,1,0,2025-10-01
화물,임실,택배,0,0,0,0,2025-10-01
화물,임실,일반,20,13,9,11,2025-10-01
화물,순창,우선,4,6,6,0,2025-10-01
화물,순창,중소,4,5,5,0,2025-10-01
화물,순창,법인,0,0,0,0,2025-10-01
화물,순창,택배,4,1,1,3,2025-10-01
화물,순창,일반,21,13,13,8,2025-10-01
화물,고창,우선,10,14,14,0,2025-10-01
화물,고창,중소,10,7,7,3,2025-10-01
화물,고창,법인,0,2,2,0,2025-10-01
화물,고창,택배,20,6,6,14,2025-10-01
화물,고창,일반,61,35,32,29,2025-10-01
화물,부안,우선,10,23,21,0,2025-10-01
화물,부안,중소,10,20,20,0,2025-10-01
화물,부안,법인,0,2,2,0,2025-10-01
화물,부안,택배,20,0,0,20,2025-10-01
화물,부안,일반,77,46,42,35,2025-10-01
화물,목포,우선,2,2,2,0,2025-10-01
화물,목포,중소,2,6,4,0,2025-10-01
화물,목포,법인,0,3,3,0,2025-10-01
화물,목포,택배,4,6,4,0,2025-10-01
화물,목포,일반,12,10,10,2,2025-10-01
화물,여수,우선,15,31,30,0,2025-10-01
화물,여수,중소,15,20,19,0,2025-10-01
화물,여수,법인,0,9,8,0,2025-10-01
화물,여수,택배,30,21,20,10,2025-10-01
화물,여수,일반,90,27,24,66,2025-10-01
화물,순천,우선,14,14,14,0,2025-10-01
화물,순천,중소,0,0,0,0,2025-10-01
화물,순천,법인,0,10,10,0,2025-10-01
화물,순천,택배,27,9,9,18,2025-10-01
화물,순천,일반,109,92,89,20,2025-10-01
화물,나주,우선,0,12,12,0,2025-10-01
화물,나주,중소,0,15,15,0,2025-10-01
화물,나주,법인,0,6,6,0,2025-10-01
화물,나주,택배,0,3,3,0,2025-10-01
화물,나주,일반,25,40,40,0,2025-10-01
화물,광양,우선,10,12,12,0,2025-10-01
화물,광양,중소,10,5,3,7,2025-10-01
화물,광양,법인,0,5,5,0,2025-10-01
화물,광양,택배,20,2,2,18,2025-10-01
화물,광양,일반,60,59,58,2,2025-10-01
화물,담양,우선,3,15,15,0,2025-10-01
화물,담양,중소,3,3,3,0,2025-10-01
화물,담양,법인,0,4,4,0,2025-10-01
화물,담양,택배,6,1,1,5,2025-10-01
화물,담양,일반,38,15,15,23,2025-10-01
화물,곡성,우선,0,9,9,0,2025-10-01
화물,곡성,중소,0,6,6,0,2025-10-01
화물,곡성,법인,0,1,1,0,2025-10-01
화물,곡성,택배,0,0,0,0,2025-10-01
화물,곡성,일반,40,17,17,23,2025-10-01
화물,구례,우선,4,12,11,0,2025-10-01
화물,구례,중소,4,3,2,2,2025-10-01
화물,구례,법인,0,0,0,0,2025-10-01
화물,구례,택배,8,1,1,7,2025-10-01
화물,구례,일반,36,13,11,25,2025-10-01
화물,고흥,우선,10,22,20,0,2025-10-01
화물,고흥,중소,10,2,2,8,2025-10-01
화물,고흥,법인,0,2,2,0,2025-10-01
화물,고흥,택배,20,0,0,20,2025-10-01
화물,고흥,일반,35,28,27,8,2025-10-01
화물,보성,우선,5,17,16,0,2025-10-01
화물,보성,중소,5,0,0,5,2025-10-01
화물,보성,법인,0,3,3,0,2025-10-01
화물,보성,택배,10,0,0,10,2025-10-01
화물,보성,일반,30,24,22,8,2025-10-01
화물,화순,우선,6,5,5,1,2025-10-01
화물,화순,중소,6,0,0,6,2025-10-01
화물,화순,법인,0,2,2,0,2025-10-01
화물,화순,택배,12,0,0,12,2025-10-01
화물,화순,일반,39,35,35,4,2025-10-01
화물,장흥,우선,6,6,6,0,2025-10-01
화물,장흥,중소,6,2,2,4,2025-10-01
화물,장흥,법인,0,2,2,0,2025-10-01
화물,장흥,택배,11,2,2,9,2025-10-01
화물,장흥,일반,36,15,13,23,2025-10-01
화물,강진,우선,0,13,13,0,2025-10-01
화물,강진,중소,0,1,1,0,2025-10-01
화물,강진,법인,0,1,1,0,2025-10-01
화물,강진,택배,0,0,0,0,2025-10-01
화물,강진,일반,25,7,7,18,2025-10-01
화물,해남,우선,0,37,35,0,2025-10-01
화물,해남,중소,0,8,8,0,2025-10-01
화물,해남,법인,0,4,4,0,2025-10-01
화물,해남,택배,0,3,3,0,2025-10-01
화물,해남,일반,100,21,18,82,2025-10-01
화물,영암,우선,9,15,13,0,2025-10-01
화물,영암,중소,9,9,9,0,2025-10-01
화물,영암,법인,0,14,13,0,2025-10-01
화물,영암,택배,18,1,1,17,2025-10-01
화물,영암,일반,67,22,21,46,2025-10-01
화물,무안,우선,4,13,13,0,2025-10-01
화물,무안,중소,0,5,5,0,2025-10-01
화물,무안,법인,0,2,2,0,2025-10-01
화물,무안,택배,0,1,1,0,2025-10-01
화물,무안,일반,36,15,15,21,2025-10-01
화물,함평,우선,4,13,12,0,2025-10-01
화물,함평,중소,8,3,2,6,2025-10-01
화물,함평,법인,0,2,2,0,2025-10-01
화물,함평,택배,0,0,0,0,2025-10-01
화물,함평,일반,38,19,18,20,2025-10-01
화물,영광,우선,0,31,31,0,2025-10-01
화물,영광,중소,0,13,11,0,2025-10-01
화물,영광,법인,0,2,2,0,2025-10-01
화물,영광,택배,0,3,3,0,2025-10-01
화물,영광,일반,89,17,15,74,2025-10-01
화물,장성,우선,2,16,16,0,2025-10-01
화물,장성,중소,2,8,8,0,2025-10-01
화물,장성,법인,0,8,8,0,2025-10-01
화물,장성,택배,2,1,1,1,2025-10-01
화물,장성,일반,45,15,15,30,2025-10-01
화물,완도,우선,0,12,12,0,2025-10-01
화물,완도,중소,0,3,3,0,2025-10-01
화물,완도,법인,0,4,4,0,2025-10-01
화물,완도,택배,0,0,0,0,2025-10-01
화물,완도,일반,45,12,11,34,2025-10-01
화물,진도,우선,3,6,6,0,2025-10-01
화물,진도,중소,3,7,7,0,2025-10-01
화물,진도,법인,0,0,0,0,2025-10-01
화물,진도,택배,5,1,1,4,2025-10-01
화물,진도,일반,21,7,7,14,2025-10-01
화물,신안,우선,5,6,6,0,2025-10-01
화물,신안,중소,5,6,6,0,2025-10-01
화물,신안,법인,0,1,1,0,2025-10-01
화물,신안,택배,10,0,0,10,2025-10-01
화물,신안,일반,50,41,35,15,2025-10-01
화물,포항,우선,47,76,76,0,2025-10-01
화물,포항,중소,47,54,54,0,2025-10-01
화물,포항,법인,0,15,15,0,2025-10-01
화물,포항,택배,54,19,19,35,2025-10-01
화물,포항,일반,213,90,90,123,2025-10-01
화물,경주,우선,33,26,26,7,2025-10-01
화물,경주,중소,33,0,0,33,2025-10-01
화물,경주,법인,0,20,20,0,2025-10-01
화물,경주,택배,66,9,9,57,2025-10-01
화물,경주,일반,200,196,190,10,2025-10-01
화물,김천,우선,10,34,32,0,2025-10-01
화물,김천,중소,10,21,21,0,2025-10-01
화물,김천,법인,0,2,2,0,2025-10-01
화물,김천,택배,20,7,7,13,2025-10-01
화물,김천,일반,130,33,32,98,2025-10-01
화물,안동,우선,12,56,51,0,2025-10-01
화물,안동,중소,12,27,24,0,2025-10-01
화물,안동,법인,1,3,3,0,2025-10-01
화물,안동,택배,24,3,3,21,2025-10-01
화물,안동,일반,151,27,26,125,2025-10-01
화물,구미,우선,0,77,73,0,2025-10-01
화물,구미,중소,0,41,41,0,2025-10-01
화물,구미,법인,0,8,8,0,2025-10-01
화물,구미,택배,0,9,9,0,2025-10-01
화물,구미,일반,176,25,24,152,2025-10-01
화물,영주,우선,14,22,19,0,2025-10-01
화물,영주,중소,14,22,21,0,2025-10-01
화물,영주,법인,0,1,1,0,2025-10-01
화물,영주,택배,28,6,5,23,2025-10-01
화물,영주,일반,84,12,12,72,2025-10-01
화물,영천,우선,27,59,58,0,2025-10-01
화물,영천,중소,27,22,20,7,2025-10-01
화물,영천,법인,0,3,3,0,2025-10-01
화물,영천,택배,53,8,8,45,2025-10-01
화물,영천,일반,158,39,37,121,2025-10-01
화물,상주,우선,24,36,33,0,2025-10-01
화물,상주,중소,24,19,18,6,2025-10-01
화물,상주,법인,0,0,0,0,2025-10-01
화물,상주,택배,48,2,2,46,2025-10-01
화물,상주,일반,170,45,44,126,2025-10-01
화물,문경,우선,28,26,23,5,2025-10-01
화물,문경,중소,28,10,8,20,2025-10-01
화물,문경,법인,0,1,1,0,2025-10-01
화물,문경,택배,56,5,4,52,2025-10-01
화물,문경,일반,173,13,12,161,2025-10-01
화물,경산,우선,0,96,79,0,2025-10-01
화물,경산,중소,0,50,47,0,2025-10-01
화물,경산,법인,0,7,7,0,2025-10-01
화물,경산,택배,42,17,17,25,2025-10-01
화물,경산,일반,258,36,33,225,2025-10-01
화물,의성,우선,13,23,23,0,2025-10-01
화물,의성,중소,13,15,13,0,2025-10-01
화물,의성,법인,0,0,0,0,2025-10-01
화물,의성,택배,26,2,2,24,2025-10-01
화물,의성,일반,78,19,19,59,2025-10-01
화물,청송,우선,0,18,18,0,2025-10-01
화물,청송,중소,0,5,5,0,2025-10-01
화물,청송,법인,0,1,1,0,2025-10-01
화물,청송,택배,0,5,5,0,2025-10-01
