구분,지역,유형,공고대수,접수대수,출고대수,잔여대수,날짜
화물,청송,일반,0,32,31,0,2025-10-01
화물,영양,우선,2,3,3,0,2025-10-01
화물,영양,중소,2,3,3,0,2025-10-01
화물,영양,법인,0,0,0,0,2025-10-01
화물,영양,택배,4,0,0,4,2025-10-01
화물,영양,일반,2,5,4,0,2025-10-01
화물,영덕,우선,6,9,9,0,2025-10-01
화물,영덕,중소,6,6,6,0,2025-10-01
화물,영덕,법인,0,2,2,0,2025-10-01
화물,영덕,택배,12,0,0,12,2025-10-01
화물,영덕,일반,36,2,1,35,2025-10-01
화물,고령,우선,24,30,30,0,2025-10-01
화물,고령,중소,0,14,14,0,2025-10-01
화물,고령,법인,0,0,0,0,2025-10-01
화물,고령,택배,1,1,1,0,2025-10-01
화물,고령,일반,113,16,14,99,2025-10-01
화물,성주,우선,14,23,20,0,2025-10-01
화물,성주,중소,14,17,16,0,2025-10-01
화물,성주,법인,0,2,2,0,2025-10-01
화물,성주,택배,28,1,1,27,2025-10-01
화물,성주,일반,84,58,56,28,2025-10-01
화물,칠곡,우선,27,36,34,0,2025-10-01
화물,칠곡,중소,27,23,18,9,2025-10-01
화물,칠곡,법인,0,3,3,0,2025-10-01
화물,칠곡,택배,54,7,7,47,2025-10-01
화물,칠곡,일반,158,19,15,143,2025-10-01
화물,예천,우선,10,55,54,0,2025-10-01
화물,예천,중소,10,13,11,0,2025-10-01
화물,예천,법인,0,0,0,0,2025-10-01
화물,예천,택배,20,0,0,20,2025-10-01
화물,예천,일반,90,12,12,78,2025-10-01
화물,봉화,우선,5,13,10,0,2025-10-01
화물,봉화,중소,5,3,3,2,2025-10-01
화물,봉화,법인,0,1,1,0,2025-10-01
화물,봉화,택배,10,0,0,10,2025-10-01
화물,봉화,일반,30,9,9,21,2025-10-01
화물,울진,우선,0,17,17,0,2025-10-01
화물,울진,중소,0,6,6,0,2025-10-01
화물,울진,법인,0,1,1,0,2025-10-01
화물,울진,택배,0,1,1,0,2025-10-01
화물,울진,일반,79,4,2,77,2025-10-01
화물,울릉,우선,3,7,7,0,2025-10-01
화물,울릉,중소,2,2,2,0,2025-10-01
화물,울릉,법인,0,0,0,0,2025-10-01
화물,울릉,택배,3,0,0,3,2025-10-01
화물,울릉,일반,8,8,8,0,2025-10-01
화물,창원,우선,38,46,38,0,2025-10-01
화물,창원,중소,38,45,40,0,2025-10-01
화물,창원,법인,0,2,1,0,2025-10-01
화물,창원,택배,36,28,25,11,2025-10-01
화물,창원,일반,408,322,298,110,2025-10-01
화물,진주,우선,15,20,18,0,2025-10-01
화물,진주,중소,15,3,3,12,2025-10-01
화물,진주,법인,0,10,10,0,2025-10-01
화물,진주,택배,30,10,9,21,2025-10-01
화물,진주,일반,120,127,117,3,2025-10-01
화물,통영,우선,8,36,36,0,2025-10-01
화물,통영,중소,8,0,0,8,2025-10-01
화물,통영,법인,0,3,3,0,2025-10-01
화물,통영,택배,16,9,9,7,2025-10-01
화물,통영,일반,65,11,11,54,2025-10-01
화물,사천,우선,15,23,23,0,2025-10-01
화물,사천,중소,15,13,12,3,2025-10-01
화물,사천,법인,0,4,4,0,2025-10-01
화물,사천,택배,30,8,6,24,2025-10-01
화물,사천,일반,93,21,19,74,2025-10-01
화물,김해,우선,50,59,58,0,2025-10-01
화물,김해,중소,50,6,5,45,2025-10-01
화물,김해,법인,0,8,7,0,2025-10-01
화물,김해,택배,100,21,18,82,2025-10-01
화물,김해,일반,326,323,313,13,2025-10-01
화물,밀양,우선,13,26,26,0,2025-10-01
화물,밀양,중소,13,9,7,6,2025-10-01
화물,밀양,법인,0,4,4,0,2025-10-01
화물,밀양,택배,26,1,1,25,2025-10-01
화물,밀양,일반,264,52,51,213,2025-10-01
화물,거제,우선,0,52,44,0,2025-10-01
화물,거제,중소,0,18,15,0,2025-10-01
화물,거제,법인,0,7,7,0,2025-10-01
화물,거제,택배,0,10,10,0,2025-10-01
화물,거제,일반,190,23,20,170,2025-10-01
화물,양산,우선,49,36,26,23,2025-10-01
화물,양산,중소,14,13,11,3,2025-10-01
화물,양산,법인,0,10,8,0,2025-10-01
화물,양산,택배,28,14,13,15,2025-10-01
화물,양산,일반,243,127,126,117,2025-10-01
화물,의령,우선,5,4,4,1,2025-10-01
화물,의령,중소,5,5,5,0,2025-10-01
화물,의령,법인,0,1,1,0,2025-10-01
화물,의령,택배,9,0,0,9,2025-10-01
화물,의령,일반,27,8,8,19,2025-10-01
화물,함안,우선,27,37,34,0,2025-10-01
화물,함안,중소,27,7,6,21,2025-10-01
화물,함안,법인,0,5,4,0,2025-10-01
화물,함안,택배,55,0,0,55,2025-10-01
화물,함안,일반,161,10,9,152,2025-10-01
화물,창녕,우선,0,32,31,0,2025-10-01
화물,창녕,중소,0,14,14,0,2025-10-01
화물,창녕,법인,0,1,1,0,2025-10-01
화물,창녕,택배,0,2,2,0,2025-10-01
화물,창녕,일반,9,9,9,0,2025-10-01
화물,고성(경남),우선,13,23,22,0,2025-10-01
화물,고성(경남),중소,13,4,3,10,2025-10-01
화물,고성(경남),법인,2,2,2,0,2025-10-01
화물,고성(경남),택배,25,2,2,23,2025-10-01
화물,고성(경남),일반,160,22,21,139,2025-10-01
화물,남해,우선,0,17,17,0,2025-10-01
화물,남해,중소,0,5,5,0,2025-10-01
화물,남해,법인,0,1,1,0,2025-10-01
화물,남해,택배,0,1,1,0,2025-10-01
화물,남해,일반,63,11,10,53,2025-10-01
화물,하동,우선,6,9,9,0,2025-10-01
화물,하동,중소,6,3,3,3,2025-10-01
화물,하동,법인,0,3,3,0,2025-10-01
화물,하동,택배,12,0,0,12,2025-10-01
화물,하동,일반,76,59,57,19,2025-10-01
화물,산청,우선,8,18,17,0,2025-10-01
화물,산청,중소,8,6,6,2,2025-10-01
화물,산청,법인,0,2,2,0,2025-10-01
화물,산청,택배,16,1,1,15,2025-10-01
화물,산청,일반,87,28,27,60,2025-10-01
화물,함양,우선,0,10,9,0,2025-10-01
화물,함양,중소,0,13,12,0,2025-10-01
화물,함양,법인,0,1,1,0,2025-10-01
화물,함양,택배,0,3,3,0,2025-10-01
화물,함양,일반,77,17,17,60,2025-10-01
화물,거창,우선,8,21,21,0,2025-10-01
화물,거창,중소,8,9,9,0,2025-10-01
화물,거창,법인,0,0,0,0,2025-10-01
화물,거창,택배,16,3,3,13,2025-10-01
화물,거창,일반,50,28,28,22,2025-10-01
화물,합천,우선,0,71,69,0,2025-10-01
화물,합천,중소,0,18,16,0,2025-10-01
화물,합천,법인,0,2,1,0,2025-10-01
화물,합천,택배,0,1,1,0,2025-10-01
화물,합천,일반,102,28,25,77,2025-10-01
화물,제주,우선,150,830,758,0,2025-10-01
화물,제주,중소,150,568,483,0,2025-10-01
화물,제주,법인,100,21,19,81,2025-10-01
화물,제주,택배,300,34,33,267,2025-10-01
화물,제주,일반,1350,82,71,1279,2025-10-01
화물,한국환경공단,우선,0,69,56,0,2025-10-01
화물,한국환경공단,중소,0,146,116,0,2025-10-01
화물,한국환경공단,법인,0,588,525,0,2025-10-01
화물,한국환경공단,택배,0,22,19,0,2025-10-01
화물,한국환경공단,일반,2843,22,21,2822,2025-10-01
승합,서울,전기버스 우선,0,0,0,0,2025-10-01
승합,서울,전기버스 일반,10,318,61,0,2025-10-01
승합,서울,어린이버스 우선,0,0,0,0,2025-10-01
승합,서울,어린이버스 일반,0,14,7,0,2025-10-01
승합,부산,전기버스 우선,10,0,0,10,2025-10-01
승합,부산,전기버스 일반,144,152,73,71,2025-10-01
승합,부산,어린이버스 우선,0,0,0,0,2025-10-01
승합,부산,어린이버스 일반,0,0,0,0,2025-10-01
승합,대구,전기버스 우선,0,0,0,0,2025-10-01
승합,대구,전기버스 일반,7,2,0,7,2025-10-01
승합,대구,어린이버스 우선,0,0,0,0,2025-10-01
승합,대구,어린이버스 일반,0,3,3,0,2025-10-01
승합,인천,전기버스 우선,0,0,0,0,2025-10-01
승합,인천,전기버스 일반,32,51,7,25,2025-10-01
승합,인천,어린이버스 우선,0,0,0,0,2025-10-01
승합,인천,어린이버스 일반,0,10,10,0,2025-10-01
승합,광주,전기버스 우선,0,0,0,0,2025-10-01
승합,광주,전기버스 일반,15,11,6,9,2025-10-01
승합,광주,어린이버스 우선,0,0,0,0,2025-10-01
승합,광주,어린이버스 일반,0,2,1,0,2025-10-01
승합,대전,전기버스 우선,0,0,0,0,2025-10-01
승합,대전,전기버스 일반,19,26,15,4,2025-10-01
승합,대전,어린이버스 우선,0,0,0,0,2025-10-01
승합,대전,어린이버스 일반,0,2,2,0,2025-10-01
승합,세종,전기버스 우선,0,0,0,0,2025-10-01
승합,세종,전기버스 일반,15,14,11,4,2025-10-01
승합,세종,어린이버스 우선,0,0,0,0,2025-10-01
승합,세종,어린이버스 일반,0,1,0,0,2025-10-01
승합,수원,전기버스 우선,0,0,0,0,2025-10-01
승합,수원,전기버스 일반,10,9,9,1,2025-10-01
승합,수원,어린이버스 우선,0,0,0,0,2025-10-01
승합,수원,어린이버스 일반,0,1,0,0,2025-10-01
승합,성남,전기버스 우선,0,0,0,0,2025-10-01
승합,성남,전기버스 일반,19,36,11,8,2025-10-01
승합,성남,어린이버스 우선,0,0,0,0,2025-10-01
승합,성남,어린이버스 일반,0,0,0,0,2025-10-01
승합,의정부,전기버스 우선,0,0,0,0,2025-10-01
승합,의정부,전기버스 일반,4,4,0,4,2025-10-01
승합,의정부,어린이버스 우선,0,0,0,0,2025-10-01
승합,의정부,어린이버스 일반,0,0,0,0,2025-10-01
승합,안양,전기버스 우선,0,0,0,0,2025-10-01
승합,안양,전기버스 일반,1,75,7,0,2025-10-01
승합,안양,어린이버스 우선,0,0,0,0,2025-10-01
승합,안양,어린이버스 일반,0,1,1,0,2025-10-01
승합,부천,전기버스 우선,0,0,0,0,2025-10-01
승합,부천,전기버스 일반,8,9,4,4,2025-10-01
승합,부천,어린이버스 우선,0,0,0,0,2025-10-01
승합,부천,어린이버스 일반,0,0,0,0,2025-10-01
승합,광명,전기버스 우선,0,0,0,0,2025-10-01
승합,광명,전기버스 일반,1,3,2,0,2025-10-01
승합,광명,어린이버스 우선,0,0,0,0,2025-10-01
승합,광명,어린이버스 일반,0,0,0,0,2025-10-01
승합,평택,전기버스 우선,3,0,0,3,2025-10-01
승합,평택,전기버스 일반,2,12,5,0,2025-10-01
승합,평택,어린이버스 우선,3,0,0,3,2025-10-01
승합,평택,어린이버스 일반,2,12,5,0,2025-10-01
승합,평택,어린이버스 우선,0,0,0,0,2025-10-01
승합,평택,어린이버스 일반,0,4,3,0,2025-10-01
승합,동두천,전기버스 우선,0,0,0,0,2025-10-01
승합,동두천,전기버스 일반,2,7,1,1,2025-10-01
승합,동두천,어린이버스 우선,0,0,0,0,2025-10-01
승합,동두천,어린이버스 일반,0,0,0,0,2025-10-01
승합,안산,전기버스 우선,0,0,0,0,2025-10-01
승합,안산,전기버스 일반,11,34,7,4,2025-10-01
승합,안산,어린이버스 우선,0,0,0,0,2025-10-01
승합,안산,어린이버스 일반,0,0,0,0,2025-10-01
승합,고양,전기버스 우선,8,0,0,8,2025-10-01
승합,고양,전기버스 일반,1,60,4,0,2025-10-01
승합,고양,어린이버스 우선,0,0,0,0,2025-10-01
승합,고양,어린이버스 일반,0,2,1,0,2025-10-01
승합,과천,전기버스 우선,0,0,0,0,2025-10-01
승합,과천,전기버스 일반,2,4,2,0,2025-10-01
승합,과천,어린이버스 우선,0,0,0,0,2025-10-01
승합,과천,어린이버스 일반,0,0,0,0,2025-10-01
승합,구리,전기버스 우선,0,0,0,0,2025-10-01
승합,구리,전기버스 일반,3,0,0,3,2025-10-01
승합,구리,어린이버스 우선,0,0,0,0,2025-10-01
승합,구리,어린이버스 일반,0,1,1,0,2025-10-01
승합,오산,전기버스 우선,0,0,0,0,2025-10-01
승합,오산,전기버스 일반,6,12,3,3,2025-10-01
승합,오산,어린이버스 우선,0,0,0,0,2025-10-01
승합,오산,어린이버스 일반,0,0,0,0,2025-10-01
승합,시흥,전기버스 우선,0,0,0,0,2025-10-01
승합,시흥,전기버스 일반,4,26,6,0,2025-10-01
승합,시흥,어린이버스 우선,0,0,0,0,2025-10-01
승합,시흥,어린이버스 일반,0,0,0,0,2025-10-01
승합,군포,전기버스 우선,0,0,0,0,2025-10-01
승합,군포,전기버스 일반,3,7,3,0,2025-10-01
승합,군포,어린이버스 우선,0,0,0,0,2025-10-01
승합,군포,어린이버스 일반,0,0,0,0,2025-10-01
승합,의왕,전기버스 우선,0,0,0,0,2025-10-01
승합,의왕,전기버스 일반,2,2,1,1,2025-10-01
승합,의왕,어린이버스 우선,0,0,0,0,2025-10-01
승합,의왕,어린이버스 일반,0,0,0,0,2025-10-01
승합,하남,전기버스 우선,0,0,0,0,2025-10-01
승합,하남,전기버스 일반,2,3,2,0,2025-10-01
승합,하남,어린이버스 우선,0,0,0,0,2025-10-01
승합,하남,어린이버스 일반,0,1,1,0,2025-10-01
승합,용인,전기버스 우선,0,0,0,0,2025-10-01
승합,용인,전기버스 일반,7,10,1,6,2025-10-01
승합,용인,어린이버스 우선,0,0,0,0,2025-10-01
승합,용인,어린이버스 일반,0,0,0,0,2025-10-01
승합,파주,전기버스 우선,0,0,0,0,2025-10-01
승합,파주,전기버스 일반,6,21,5,1,2025-10-01
승합,파주,어린이버스 우선,0,0,0,0,2025-10-01
승합,파주,어린이버스 일반,0,2,1,0,2025-10-01
승합,이천,전기버스 우선,0,0,0,0,2025-10-01
승합,이천,전기버스 일반,3,4,3,0,2025-10-01
승합,이천,어린이버스 우선,0,0,0,0,2025-10-01
승합,이천,어린이버스 일반,0,0,0,0,2025-10-01
승합,안성,전기버스 우선,0,0,0,0,2025-10-01
승합,안성,전기버스 일반,3,1,0,3,2025-10-01
승합,안성,어린이버스 우선,0,0,0,0,2025-10-01
승합,안성,어린이버스 일반,0,1,1,0,2025-10-01
승합,김포,전기버스 우선,0,0,0,0,2025-10-01
승합,김포,전기버스 일반,8,18,0,8,2025-10-01
승합,김포,어린이버스 우선,0,0,0,0,2025-10-01
승합,김포,어린이버스 일반,0,0,0,0,2025-10-01
승합,화성,전기버스 우선,0,3,3,0,2025-10-01
승합,화성,전기버스 일반,31,11,0,31,2025-10-01
승합,화성,어린이버스 우선,0,0,0,0,2025-10-01
승합,화성,어린이버스 일반,0,1,1,0,2025-10-01
승합,광주(경기),전기버스 우선,0,0,0,0,2025-10-01
승합,광주(경기),전기버스 일반,5,12,4,1,2025-10-01
승합,광주(경기),어린이버스 우선,0,0,0,0,2025-10-01
승합,광주(경기),어린이버스 일반,0,0,0,0,2025-10-01
승합,양주,전기버스 우선,4,0,0,4,2025-10-01
승합,양주,전기버스 일반,0,25,1,0,2025-10-01
승합,양주,어린이버스 우선,0,0,0,0,2025-10-01
승합,양주,어린이버스 일반,0,0,0,0,2025-10-01
승합,포천,전기버스 우선,0,0,0,0,2025-10-01
승합,포천,전기버스 일반,3,3,2,1,2025-10-01
승합,포천,어린이버스 우선,0,0,0,0,2025-10-01
승합,포천,어린이버스 일반,0,0,0,0,2025-10-01
승합,여주,전기버스 우선,0,0,0,0,2025-10-01
승합,여주,전기버스 일반,2,1,0,2,2025-10-01
승합,여주,어린이버스 우선,0,0,0,0,2025-10-01
승합,여주,어린이버스 일반,0,1,1,0,2025-10-01
승합,연천,전기버스 우선,0,0,0,0,2025-10-01
승합,연천,전기버스 일반,4,2,2,2,2025-10-01
승합,연천,어린이버스 우선,0,0,0,0,2025-10-01
승합,연천,어린이버스 일반,0,0,0,0,2025-10-01
승합,가평,전기버스 우선,0,0,0,0,2025-10-01
승합,가평,전기버스 일반,2,4,2,0,2025-10-01
승합,가평,어린이버스 우선,0,0,0,0,2025-10-01
승합,가평,어린이버스 일반,0,0,0,0,2025-10-01
승합,양평,전기버스 우선,0,0,0,0,2025-10-01
승합,양평,전기버스 일반,1,1,1,0,2025-10-01
승합,양평,어린이버스 우선,0,0,0,0,2025-10-01
승합,양평,어린이버스 일반,0,0,0,0,2025-10-01
승합,춘천,전기버스 우선,0,0,0,0,2025-10-01
승합,춘천,전기버스 일반,12,12,0,12,2025-10-01
승합,춘천,어린이버스 우선,0,0,0,0,2025-10-01
승합,춘천,어린이버스 일반,0,1,0,0,2025-10-01
승합,원주,전기버스 우선,3,0,0,3,2025-10-01
승합,원주,전기버스 일반,2,5,3,0,2025-10-01
승합,원주,어린이버스 우선,0,0,0,0,2025-10-01
승합,원주,어린이버스 일반,0,0,0,0,2025-10-01
승합,강릉,어린이버스 우선,0,0,0,0,2025-10-01
승합,강릉,어린이버스 일반,0,0,0,0,2025-10-01
승합,동해,전기버스 우선,0,0,0,0,2025-10-01
승합,동해,전기버스 일반,1,0,0,1,2025-10-01
승합,동해,어린이버스 우선,0,0,0,0,2025-10-01
승합,동해,어린이버스 일반,0,1,1,0,2025-10-01
승합,제주,전기버스 우선,0,0,0,0,2025-10-01
승합,제주,전기버스 일반,8,8,8,0,2025-10-01
승합,제주,어린이버스 우선,0,0,0,0,2025-10-01
승합,제주,어린이버스 일반,8,8,8,0,2025-10-01
승합,태백,어린이버스 우선,0,0,0,0,2025-10-01
승합,태백,어린이버스 일반,0,0,0,0,2025-10-01
승합,속초,전기버스 우선,0,0,0,0,2025-10-01
승합,속초,전기버스 일반,18,16,4,14,2025-10-01
승합,속초,어린이버스 우선,0,0,0,0,2025-10-01
승합,속초,어린이버스 일반,0,0,0,0,2025-10-01
승합,삼척,전기버스 우선,0,0,0,0,2025-10-01
승합,삼척,전기버스 일반,8,7,3,5,2025-10-01
승합,삼척,어린이버스 우선,0,0,0,0,2025-10-01
승합,삼척,어린이버스 일반,0,0,0,0,2025-10-01
승합,홍천,전기버스 우선,0,0,0,0,2025-10-01
승합,홍천,전기버스 일반,16,5,0,16,2025-10-01
승합,홍천,어린이버스 우선,0,0,0,0,2025-10-01
승합,홍천,어린이버스 일반,0,0,0,0,2025-10-01
승합,횡성,전기버스 우선,0,0,0,0,2025-10-01
승합,횡성,전기버스 일반,8,8,0,8,2025-10-01
승합,횡성,어린이버스 우선,0,0,0,0,2025-10-01
승합,횡성,어린이버스 일반,0,0,0,0,2025-10-01
승합,영월,전기버스 우선,0,0,0,0,2025-10-01
승합,영월,전기버스 일반,3,0,0,0,2025-10-01
승합,영월,어린이버스 우선,0,0,0,0,2025-10-01
승합,영월,어린이버스 일반,0,0,0,0,2025-10-01
승합,평창,전기버스 우선,0,0,0,0,2025-10-01
승합,평창,전기버스 일반,3,3,3,0,2025-10-01
승합,평창,어린이버스 우선,0,0,0,0,2025-10-01
승합,평창,어린이버스 일반,0,0,0,0,2025-10-01
승합,정선,전기버스 우선,0,0,0,0,2025-10-01
승합,정선,전기버스 일반,1,0,0,0,2025-10-01
승합,정선,어린이버스 우선,0,0,0,0,2025-10-01
승합,정선,어린이버스 일반,0,0,0,0,2025-10-01
승합,철원,전기버스 우선,0,0,0,0,2025-10-01
승합,철원,전기버스 일반,3,0,0,0,2025-10-01
승합,철원,어린이버스 우선,0,0,0,0,2025-10-01
승합,철원,어린이버스 일반,0,0,0,0,2025-10-01
승합,화천,전기버스 우선,0,0,0,0,2025-10-01
승합,화천,전기버스 일반,2,5,0,2,2025-10-01
승합,화천,어린이버스 우선,0,0,0,0,2025-10-01
승합,화천,어린이버스 일반,0,0,0,0,2025-10-01
승합,양구,전기버스 우선,1,0,0,0,2025-10-01
승합,양구,전기버스 일반,3,0,0,0,2025-10-01
승합,양구,어린이버스 우선,0,0,0,0,2025-10-01
승합,양구,어린이버스 일반,0,0,0,0,2025-10-01
승합,인제,전기버스 우선,7,0,0,7,2025-10-01
승합,인제,전기버스 일반,0,7,3,0,2025-10-01
승합,인제,어린이버스 우선,0,0,0,0,2025-10-01
승합,인제,어린이버스 일반,0,0,0,0,2025-10-01
승합,고성,전기버스 우선,0,0,0,0,2025-10-01
승합,고성,전기버스 일반,0,0,0,0,2025-10-01
승합,고성,어린이버스 우선,0,0,0,0,2025-10-01
승합,고성,어린이버스 일반,2,2,1,1,2025-10-01
승합,양양,전기버스 우선,0,0,0,0,2025-10-01
승합,양양,전기버스 일반,2,3,0,2,2025-10-01
승합,양양,어린이버스 우선,0,0,0,0,2025-10-01
승합,양양,어린이버스 일반,0,0,0,0,2025-10-01
승합,청주,전기버스 우선,88,10,5,83,2025-10-01
승합,청주,전기버스 일반,5,35,7,0,2025-10-01
승합,청주,어린이버스 우선,0,0,0,0,2025-10-01
승합,청주,어린이버스 일반,0,0,0,0,2025-10-01
승합,충주,전기버스 우선,0,9,7,0,2025-10-01
승합,충주,전기버스 일반,15,0,0,15,2025-10-01
승합,충주,어린이버스 우선,0,0,0,0,2025-10-01
승합,충주,어린이버스 일반,0,0,0,0,2025-10-01
승합,제천,전기버스 우선,2,0,0,2,2025-10-01
승합,제천,전기버스 일반,0,6,0,0,2025-10-01
승합,제천,어린이버스 우선,0,0,0,0,2025-10-01
승합,제천,어린이버스 일반,0,0,0,0,2025-10-01
승합,보은,전기버스 우선,0,1,1,0,2025-10-01
승합,보은,전기버스 일반,1,1,0,1,2025-10-01
승합,보은,어린이버스 우선,0,0,0,0,2025-10-01
승합,보은,어린이버스 일반,0,0,0,0,2025-10-01
승합,옥천,전기버스 우선,0,3,3,0,2025-10-01
승합,옥천,전기버스 일반,3,0,0,3,2025-10-01
승합,옥천,어린이버스 우선,0,0,0,0,2025-10-01
승합,옥천,어린이버스 일반,0,0,0,0,2025-10-01
승합,영동,전기버스 우선,0,2,1,0,2025-10-01
승합,영동,전기버스 일반,4,2,0,4,2025-10-01
승합,영동,어린이버스 우선,0,0,0,0,2025-10-01
승합,영동,어린이버스 일반,0,0,0,0,2025-10-01
승합,진천,전기버스 우선,0,0,0,0,2025-10-01
승합,진천,전기버스 일반,5,1,0,5,2025-10-01
승합,진천,어린이버스 우선,0,0,0,0,2025-10-01
승합,진천,어린이버스 일반,0,0,0,0,2025-10-01
승합,괴산,전기버스 우선,0,0,0,0,2025-10-01
승합,괴산,전기버스 일반,3,0,0,0,2025-10-01
승합,괴산,어린이버스 우선,0,0,0,0,2025-10-01
승합,괴산,어린이버스 일반,0,0,0,0,2025-10-01
승합,천안,전기버스 우선,0,0,0,0,2025-10-01
승합,천안,전기버스 일반,22,22,20,2,2025-10-01
승합,천안,어린이버스 우선,0,0,0,0,2025-10-01
승합,천안,어린이버스 일반,0,1,0,0,2025-10-01
승합,공주,전기버스 우선,0,0,0,0,2025-10-01
승합,공주,전기버스 일반,10,7,7,3,2025-10-01
승합,공주,어린이버스 우선,0,0,0,0,2025-10-01
승합,공주,어린이버스 일반,0,0,0,0,2025-10-01
승합,보령,전기버스 우선,0,0,0,0,2025-10-01
승합,보령,전기버스 일반,2,0,0,2,2025-10-01
승합,보령,어린이버스 우선,0,0,0,0,2025-10-01
승합,보령,어린이버스 일반,0,3,2,0,2025-10-01
승합,아산,전기버스 우선,0,0,0,0,2025-10-01
승합,아산,전기버스 일반,20,15,5,15,2025-10-01
승합,아산,어린이버스 우선,0,0,0,0,2025-10-01
승합,아산,어린이버스 일반,0,10,0,0,2025-10-01
승합,서산,전기버스 우선,0,0,0,0,2025-10-01
승합,서산,전기버스 일반,3,3,3,0,2025-10-01
승합,서산,어린이버스 우선,0,0,0,0,2025-10-01
승합,서산,어린이버스 일반,0,0,0,0,2025-10-01
승합,논산,전기버스 우선,6,0,0,6,2025-10-01
승합,논산,전기버스 일반,2,7,6,0,2025-10-01
승합,논산,어린이버스 우선,0,0,0,0,2025-10-01
승합,논산,어린이버스 일반,0,1,0,0,2025-10-01
승합,계룡,전기버스 우선,2,0,0,2,2025-10-01
승합,계룡,전기버스 일반,0,2,2,0,2025-10-01
승합,계룡,어린이버스 우선,0,0,0,0,2025-10-01
승합,계룡,어린이버스 일반,0,0,0,0,2025-10-01
승합,당진,전기버스 우선,0,0,0,0,2025-10-01
승합,당진,전기버스 일반,15,13,11,4,2025-10-01
승합,당진,어린이버스 우선,0,0,0,0,2025-10-01
승합,당진,어린이버스 일반,0,0,0,0,2025-10-01
승합,금산,전기버스 우선,4,0,0,4,2025-10-01
승합,금산,전기버스 일반,1,4,0,1,2025-10-01
승합,금산,어린이버스 우선,0,0,0,0,2025-10-01
승합,금산,어린이버스 일반,0,1,0,0,2025-10-01
승합,부여,전기버스 우선,0,0,0,0,2025-10-01
승합,부여,전기버스 일반,4,4,4,0,2025-10-01
승합,부여,어린이버스 우선,0,0,0,0,2025-10-01
승합,부여,어린이버스 일반,0,0,0,0,2025-10-01
승합,서천,전기버스 우선,0,0,0,0,2025-10-01
승합,서천,전기버스 일반,3,3,0,3,2025-10-01
승합,서천,어린이버스 우선,0,0,0,0,2025-10-01
승합,서천,어린이버스 일반,0,0,0,0,2025-10-01
승합,청양,전기버스 우선,0,0,0,0,2025-10-01
승합,청양,전기버스 일반,3,3,0,3,2025-10-01
승합,청양,어린이버스 우선,0,0,0,0,2025-10-01
승합,청양,어린이버스 일반,0,0,0,0,2025-10-01
승합,홍성,전기버스 우선,0,0,0,0,2025-10-01
승합,홍성,전기버스 일반,0,7,7,0,2025-10-01
승합,홍성,어린이버스 우선,0,0,0,0,2025-10-01
승합,홍성,어린이버스 일반,1,0,0,1,2025-10-01
승합,예산,전기버스 우선,10,0,0,10,2025-10-01
승합,예산,전기버스 일반,20,6,0,20,2025-10-01
승합,예산,어린이버스 우선,0,0,0,0,2025-10-01
승합,예산,어린이버스 일반,0,0,0,0,2025-10-01
승합,태안,전기버스 우선,0,0,0,0,2025-10-01
승합,태안,전기버스 일반,6,6,6,0,2025-10-01
승합,태안,어린이버스 우선,0,0,0,0,2025-10-01
승합,태안,어린이버스 일반,0,0,0,0,2025-10-01
승합,전주,전기버스 우선,0,0,0,0,2025-10-01
승합,전주,전기버스 일반,5,28,5,0,2025-10-01
승합,전주,어린이버스 우선,0,0,0,0,2025-10-01
승합,전주,어린이버스 일반,0,0,0,0,2025-10-01
승합,제주,전기버스 우선,0,0,0,0,2025-10-01
승합,제주,전기버스 일반,25,23,22,3,2025-10-01
승합,제주,어린이버스 우선,0,0,0,0,2025-10-01
승합,제주,어린이버스 일반,25,23,22,3,2025-10-01
승합,군산,어린이버스 우선,0,0,0,0,2025-10-01
승합,군산,어린이버스 일반,0,7,4,0,2025-10-01
승합,익산,전기버스 우선,0,0,0,0,2025-10-01
승합,익산,전기버스 일반,5,4,4,1,2025-10-01
승합,익산,어린이버스 우선,0,0,0,0,2025-10-01
승합,익산,어린이버스 일반,0,2,0,0,2025-10-01
승합,제주,전기버스 우선,0,0,0,0,2025-10-01
승합,제주,전기버스 일반,7,7,0,7,2025-10-01
승합,제주,어린이버스 우선,0,0,0,0,2025-10-01
승합,제주,어린이버스 일반,7,7,0,7,2025-10-01
승합,정읍,어린이버스 우선,0,0,0,0,2025-10-01
승합,정읍,어린이버스 일반,0,0,0,0,2025-10-01
승합,남원,전기버스 우선,0,0,0,0,2025-10-01
승합,남원,전기버스 일반,7,3,3,4,2025-10-01
승합,남원,어린이버스 우선,0,0,0,0,2025-10-01
승합,남원,어린이버스 일반,0,0,0,0,2025-10-01
승합,완주,전기버스 우선,0,0,0,0,2025-10-01
승합,완주,전기버스 일반,8,8,2,6,2025-10-01
승합,완주,어린이버스 우선,0,0,0,0,2025-10-01
승합,완주,어린이버스 일반,0,0,0,0,2025-10-01
승합,진안,전기버스 우선,0,0,0,0,2025-10-01
승합,진안,전기버스 일반,4,2,2,2,2025-10-01
승합,진안,어린이버스 우선,0,0,0,0,2025-10-01
승합,진안,어린이버스 일반,0,0,0,0,2025-10-01
승합,무주,전기버스 우선,0,0,0,0,2025-10-01
승합,무주,전기버스 일반,2,1,0,2,2025-10-01
승합,무주,어린이버스 우선,0,0,0,0,2025-10-01
